Nombre,Divisa,Fecha,Abrir,Máx.,Mín.,Cierre*,Cierre ajus.**,Volumen,Dividendo
Toyota Motor Corporation (TM.BA),ARS,01 nov 2023,"32.223,00","33.430,00","30.000,50","32.916,50","32.916,50",2245,-
Toyota Motor Corporation (TM.BA),ARS,01 oct 2023,"29.600,00","36.100,00","26.697,50","31.000,00","31.000,00",13.415,-
Toyota Motor Corporation (TM.BA),ARS,01 sept 2023,"27.206,50","30.200,00","25.922,00","29.585,50","29.585,50",10.090,-
Toyota Motor Corporation (TM.BA),ARS,01 ago 2023,"19.253,00","27.851,00","18.991,00","26.892,00","26.892,00",9572,-
Toyota Motor Corporation (TM.BA),ARS,01 jul 2023,"16.470,00","18.900,00","15.750,00","18.900,00","18.900,00",5249,-
Toyota Motor Corporation (TM.BA),ARS,01 jun 2023,"13.661,50","17.092,50","13.661,50","16.547,50","16.547,50",5957,-
Toyota Motor Corporation (TM.BA),ARS,01 may 2023,"12.458,00","14.499,50","12.081,50","13.283,00","13.283,00",5078,-
Toyota Motor Corporation (TM.BA),ARS,01 abr 2023,"11.647,00","13.000,00","10.852,00","12.458,00","12.458,00",48.786,-
Toyota Motor Corporation (TM.BA),ARS,01 mar 2023,"10.045,00","11.538,50","9992,50","11.538,50","11.538,50",5228,-
Toyota Motor Corporation (TM.BA),ARS,01 feb 2023,"10.822,50","10.962,50","9938,00","9990,00","9990,00",30.596,-
Toyota Motor Corporation (TM.BA),ARS,01 ene 2023,"9200,00","11.006,00","9000,00","10.815,00","10.815,00",3245,-
Toyota Motor Corporation (TM.BA),ARS,01 dic 2022,"9549,50","9803,00","8960,00","9292,50","9292,50",3384,-
Toyota Motor Corporation (TM.BA),ARS,01 nov 2022,"8400,00","10.000,00","7900,00","9506,00","9506,00",2332,-
Toyota Motor Corporation (TM.BA),ARS,01 oct 2022,"8308,00","8686,50","8023,50","8428,00","8428,00",3491,-
Toyota Motor Corporation (TM.BA),ARS,29 sept 2022,-,-,-,-,-,-,0.352414 Dividendo
Toyota Motor Corporation (TM.BA),ARS,01 sept 2022,"8720,00","9000,00","7866,00","8052,00","8051,66",4246,-
Toyota Motor Corporation (TM.BA),ARS,01 ago 2022,"9480,00","9750,00","8748,00","8850,50","8850,13",8105,-
Toyota Motor Corporation (TM.BA),ARS,01 jul 2022,"7790,00","10.959,50","7770,00","9421,50","9421,10",21.610,-
Toyota Motor Corporation (TM.BA),ARS,01 jun 2022,"7192,50","8050,00","6840,00","7849,00","7848,67",2706,-
Toyota Motor Corporation (TM.BA),ARS,01 may 2022,"7139,00","7297,00","6496,50","7001,50","7001,21",3854,-
Toyota Motor Corporation (TM.BA),ARS,01 abr 2022,"6950,00","7258,00","6302,00","7080,00","7079,70",53.777,-
Toyota Motor Corporation (TM.BA),ARS,30 mar 2022,-,-,-,-,-,-,0.440551 Dividendo
Toyota Motor Corporation (TM.BA),ARS,01 mar 2022,"7400,00","7400,00","6017,00","6942,50","6941,78",3391,-
Toyota Motor Corporation (TM.BA),ARS,01 feb 2022,"8500,00","8931,50","7050,00","7400,00","7399,23",4074,-
Toyota Motor Corporation (TM.BA),ARS,01 ene 2022,"7500,00","9150,00","7500,00","8860,00","8859,08",5805,-
Toyota Motor Corporation (TM.BA),ARS,01 dic 2021,"7600,00","8200,00","7159,00","7450,00","7449,22",6702,-
Toyota Motor Corporation (TM.BA),ARS,01 nov 2021,"7428,50","8400,00","7400,00","7618,50","7617,71",9953,-
Toyota Motor Corporation (TM.BA),ARS,01 oct 2021,"7000,00","7382,00","6300,00","7356,00","7355,23",9171,-
Toyota Motor Corporation (TM.BA),ARS,29 sept 2021,-,-,-,-,-,-,0.41958 Dividendo
Toyota Motor Corporation (TM.BA),ARS,01 sept 2021,"6229,00","7850,00","6180,00","6852,00","6850,89",13.713,-
Toyota Motor Corporation (TM.BA),ARS,01 ago 2021,"6637,00","6792,50","5886,00","6190,00","6188,99",9749,-
Toyota Motor Corporation (TM.BA),ARS,01 jul 2021,"6250,00","6699,50","5970,00","6548,00","6546,94",21.875,-
Toyota Motor Corporation (TM.BA),ARS,01 jun 2021,"5747,00","6350,00","5718,00","6030,50","6029,52",13.325,-
Toyota Motor Corporation (TM.BA),ARS,01 may 2021,"4770,00","5900,00","4770,00","5851,50","5850,55",6011,-
Toyota Motor Corporation (TM.BA),ARS,01 abr 2021,"4650,00","4859,50","4544,50","4709,50","4708,73",5051,-
Toyota Motor Corporation (TM.BA),ARS,30 mar 2021,-,-,-,-,-,-,0.489974 Dividendo
Toyota Motor Corporation (TM.BA),ARS,01 mar 2021,"4438,00","4810,00","4400,00","4650,00","4648,74",11.810,-
Toyota Motor Corporation (TM.BA),ARS,01 feb 2021,"4193,00","5060,50","4173,50","4437,50","4436,29",5288,-
Toyota Motor Corporation (TM.BA),ARS,01 ene 2021,"4401,00","4735,00","4100,00","4348,50","4347,32",1435,-
Toyota Motor Corporation (TM.BA),ARS,01 dic 2020,"4067,00","4556,50","3970,50","4401,00","4399,80",8090,-
Toyota Motor Corporation (TM.BA),ARS,01 nov 2020,"3972,50","4500,00","3972,50","4067,00","4065,90",658,-
Toyota Motor Corporation (TM.BA),ARS,01 oct 2020,"3874,50","5000,00","3701,00","4000,00","3998,91",1616,-
Toyota Motor Corporation (TM.BA),ARS,29 sept 2020,-,-,-,-,-,-,0.402998 Dividendo
Toyota Motor Corporation (TM.BA),ARS,01 sept 2020,"3415,50","4076,50","3250,00","3882,00","3880,55",488,-
Toyota Motor Corporation (TM.BA),ARS,01 ago 2020,"3020,50","3593,00","3014,50","3406,00","3404,73",1041,-
Toyota Motor Corporation (TM.BA),ARS,01 jul 2020,"2664,50","3068,50","2664,50","2936,00","2934,91",1125,-
Toyota Motor Corporation (TM.BA),ARS,01 jun 2020,"2950,00","3122,00","2669,00","2669,00","2668,00",1015,-
Toyota Motor Corporation (TM.BA),ARS,01 may 2020,"2820,00","3000,00","2745,50","2846,00","2844,94",885,-
Toyota Motor Corporation (TM.BA),ARS,01 abr 2020,"2126,50","2918,50","2126,50","2820,00","2818,95",6050,-
Toyota Motor Corporation (TM.BA),ARS,30 mar 2020,-,-,-,-,-,-,0.445022 Dividendo
Toyota Motor Corporation (TM.BA),ARS,01 mar 2020,"2175,00","2200,00","1940,00","2126,50","2125,27",10.045,-
Toyota Motor Corporation (TM.BA),ARS,01 feb 2020,"2384,50","2446,50","2139,00","2139,00","2137,76",4345,-
Toyota Motor Corporation (TM.BA),ARS,01 ene 2020,"2136,00","2409,00","2130,00","2384,50","2383,12",450,-
Toyota Motor Corporation (TM.BA),ARS,01 dic 2019,"2103,50","2208,50","2103,50","2136,00","2134,76",875,-
Toyota Motor Corporation (TM.BA),ARS,01 nov 2019,"2223,00","2223,00","2120,00","2154,00","2152,75",35,-
Toyota Motor Corporation (TM.BA),ARS,01 oct 2019,"1582,00","2223,00","1582,00","2223,00","2221,71",100,-
Toyota Motor Corporation (TM.BA),ARS,27 sept 2019,-,-,-,-,-,-,0.365985 Dividendo
Toyota Motor Corporation (TM.BA),ARS,01 sept 2019,"1459,00","1582,00","1459,00","1582,00","1580,72",10,-
Toyota Motor Corporation (TM.BA),ARS,01 ago 2019,"1105,00","1459,00","1105,00","1459,00","1457,82",2590,-
Toyota Motor Corporation (TM.BA),ARS,01 jul 2019,"1136,00","1136,00","1105,00","1105,00","1104,10",40,-
Toyota Motor Corporation (TM.BA),ARS,01 jun 2019,"1066,50","1136,00","1066,50","1136,00","1135,08",90,-
Toyota Motor Corporation (TM.BA),ARS,01 may 2019,"1094,00","1094,00","1050,00","1066,50","1065,63",200,-
Toyota Motor Corporation (TM.BA),ARS,01 abr 2019,"1055,00","1094,00","1055,00","1094,00","1093,11",240,-
Toyota Motor Corporation (TM.BA),ARS,28 mar 2019,-,-,-,-,-,-,0.437565 Dividendo
Toyota Motor Corporation (TM.BA),ARS,01 mar 2019,"843,00","1068,50","843,00","1055,00","1053,71",1850,-
Toyota Motor Corporation (TM.BA),ARS,01 feb 2019,"843,00","843,00","843,00","843,00","841,97",-,-
Toyota Motor Corporation (TM.BA),ARS,01 ene 2019,"843,00","843,00","843,00","843,00","841,97",-,-
Toyota Motor Corporation (TM.BA),ARS,01 dic 2018,"843,00","843,00","843,00","843,00","841,97",-,-
Apple Inc. (AAPL.BA),ARS,01 nov 2023,"15.000,00","16.600,00","14.600,00","16.305,00","16.305,00",312.460,-
Apple Inc. (AAPL.BA),ARS,01 oct 2023,"14.150,00","19.800,00","14.141,00","14.694,50","14.694,50",1.834.942,-
Apple Inc. (AAPL.BA),ARS,01 sept 2023,"14.696,00","14.843,00","12.779,00","14.113,50","14.113,50",1.283.654,-
Apple Inc. (AAPL.BA),ARS,11 ago 2023,-,-,-,-,-,-,0.024 Dividendo
Apple Inc. (AAPL.BA),ARS,01 ago 2023,"10.952,00","15.193,50","10.500,00","14.662,00","14.661,97",1.665.670,-
Apple Inc. (AAPL.BA),ARS,01 jul 2023,"9943,00","10.854,50","9600,00","10.824,50","10.824,48",939.298,-
Apple Inc. (AAPL.BA),ARS,01 jun 2023,"8760,50","9940,00","8683,50","9932,50","9932,48",1.457.649,-
Apple Inc. (AAPL.BA),ARS,12 may 2023,-,-,-,-,-,-,0.024 Dividendo
Apple Inc. (AAPL.BA),ARS,01 may 2023,"7700,00","8958,00","7400,00","8739,50","8739,45",1.080.831,-
Apple Inc. (AAPL.BA),ARS,01 abr 2023,"6725,00","7982,50","6370,00","7700,00","7699,96",989.915,-
Apple Inc. (AAPL.BA),ARS,01 mar 2023,"5420,00","6709,00","5305,00","6683,00","6682,96",1.274.714,-
Apple Inc. (AAPL.BA),ARS,10 feb 2023,-,-,-,-,-,-,0.023 Dividendo
Apple Inc. (AAPL.BA),ARS,01 feb 2023,"5268,50","5782,50","5194,00","5435,00","5434,95",769.523,-
Apple Inc. (AAPL.BA),ARS,01 ene 2023,"4415,00","5441,00","4212,50","5290,00","5289,95",1.094.582,-
Apple Inc. (AAPL.BA),ARS,01 dic 2022,"4830,00","4963,00","4135,00","4433,50","4433,46",1.049.022,-
Apple Inc. (AAPL.BA),ARS,04 nov 2022,-,-,-,-,-,-,0.023 Dividendo
Apple Inc. (AAPL.BA),ARS,01 nov 2022,"4700,00","5124,00","4097,50","4747,50","4747,43",1.140.187,-
Apple Inc. (AAPL.BA),ARS,01 oct 2022,"4351,00","4850,00","4200,00","4700,00","4699,93",1.306.382,-
Apple Inc. (AAPL.BA),ARS,01 sept 2022,"4604,50","4850,50","4250,00","4327,00","4326,94",1.550.275,-
Apple Inc. (AAPL.BA),ARS,05 ago 2022,-,-,-,-,-,-,0.023 Dividendo
Apple Inc. (AAPL.BA),ARS,01 ago 2022,"4750,00","5230,00","4441,50","4680,00","4679,91",1.365.464,-
Apple Inc. (AAPL.BA),ARS,01 jul 2022,"3474,00","5298,00","3434,50","4702,50","4702,41",1.530.334,-
Apple Inc. (AAPL.BA),ARS,01 jun 2022,"3190,00","3538,00","3002,50","3462,00","3461,93",1.365.353,-
Apple Inc. (AAPL.BA),ARS,06 may 2022,-,-,-,-,-,-,0.023 Dividendo
Apple Inc. (AAPL.BA),ARS,01 may 2022,"3260,00","3399,50","2800,00","3147,50","3147,42",896.872,-
Apple Inc. (AAPL.BA),ARS,01 abr 2022,"3355,00","3450,00","3079,00","3261,50","3261,41",1.002.555,-
Apple Inc. (AAPL.BA),ARS,01 mar 2022,"3285,00","3515,00","2823,50","3349,00","3348,91",1.093.225,-
Apple Inc. (AAPL.BA),ARS,04 feb 2022,-,-,-,-,-,-,0.022 Dividendo
Apple Inc. (AAPL.BA),ARS,01 feb 2022,"3882,00","3918,00","3050,50","3285,00","3284,89",899.823,-
Apple Inc. (AAPL.BA),ARS,01 ene 2022,"3630,00","3885,50","3480,00","3870,00","3869,87",904.943,-
Apple Inc. (AAPL.BA),ARS,01 dic 2021,"3561,00","3839,50","3401,00","3627,00","3626,88",1.462.578,-
Apple Inc. (AAPL.BA),ARS,05 nov 2021,-,-,-,-,-,-,0.022 Dividendo
Apple Inc. (AAPL.BA),ARS,01 nov 2021,"3128,00","3547,00","3072,00","3505,50","3505,36",1.559.527,-
Apple Inc. (AAPL.BA),ARS,01 oct 2021,"2726,50","3160,00","2646,50","3128,00","3127,88",1.572.682,-
Apple Inc. (AAPL.BA),ARS,01 sept 2021,"2713,00","2825,00","2589,00","2725,50","2725,39",1.181.461,-
Apple Inc. (AAPL.BA),ARS,06 ago 2021,-,-,-,-,-,-,0.022 Dividendo
Apple Inc. (AAPL.BA),ARS,01 ago 2021,"2668,00","2708,00","2480,00","2688,50","2688,37",640.268,-
Apple Inc. (AAPL.BA),ARS,01 jul 2021,"2355,00","2701,00","2319,50","2651,00","2650,87",700.622,-
Apple Inc. (AAPL.BA),ARS,01 jun 2021,"2085,50","2362,00","2047,00","2357,00","2356,89",885.001,-
Apple Inc. (AAPL.BA),ARS,07 may 2021,-,-,-,-,-,-,0.022 Dividendo
Apple Inc. (AAPL.BA),ARS,01 may 2021,"2060,00","2130,00","1929,00","2087,50","2087,38",880.370,-
Apple Inc. (AAPL.BA),ARS,01 abr 2021,"1817,00","2130,00","1817,00","2056,00","2055,88",1.203.915,-
Apple Inc. (AAPL.BA),ARS,01 mar 2021,"1850,00","1988,00","1650,00","1817,00","1816,89",1.774.282,-
Apple Inc. (AAPL.BA),ARS,05 feb 2021,-,-,-,-,-,-,0.0205 Dividendo
Apple Inc. (AAPL.BA),ARS,01 feb 2021,"2031,50","2167,00","1665,00","1854,50","1854,37",2.131.576,-
Apple Inc. (AAPL.BA),ARS,01 ene 2021,"1925,00","2210,00","1850,00","2030,00","2029,86",1.496.939,-
Apple Inc. (AAPL.BA),ARS,01 dic 2020,"1845,00","1999,00","1621,00","1925,00","1924,87",835.823,-
Apple Inc. (AAPL.BA),ARS,06 nov 2020,-,-,-,-,-,-,0.0205 Dividendo
Apple Inc. (AAPL.BA),ARS,01 nov 2020,"1678,00","1830,00","1600,00","1825,00","1824,86",1.925.428,-
Apple Inc. (AAPL.BA),ARS,01 oct 2020,"1724,00","2155,00","1657,00","1678,50","1678,37",3.767.456,-
Apple Inc. (AAPL.BA),ARS,01 sept 2020,"1788,00","1788,00","1330,00","1699,00","1698,87",3.260.071,-
Apple Inc. (AAPL.BA),ARS,07 ago 2020,-,-,-,-,-,-,0.0205 Dividendo
Apple Inc. (AAPL.BA),ARS,01 ago 2020,"1325,25","1749,50","1250,00","1679,00","1678,84",1.265.586,-
Apple Inc. (AAPL.BA),ARS,01 jul 2020,"972,50","1324,75","955,50","1314,00","1313,88",1.522.200,-
Apple Inc. (AAPL.BA),ARS,01 jun 2020,"937,50","1046,75","892,63","974,38","974,28",1.324.360,-
Apple Inc. (AAPL.BA),ARS,08 may 2020,-,-,-,-,-,-,0.0205 Dividendo
Apple Inc. (AAPL.BA),ARS,01 may 2020,"830,50","989,38","821,25","922,38","922,27",1.020.280,-
Apple Inc. (AAPL.BA),ARS,01 abr 2020,"532,88","845,00","522,00","830,50","830,40",1.091.640,-
Apple Inc. (AAPL.BA),ARS,01 mar 2020,"557,75","637,50","521,38","550,88","550,81",861.680,-
Apple Inc. (AAPL.BA),ARS,07 feb 2020,-,-,-,-,-,-,0.01925 Dividendo
Apple Inc. (AAPL.BA),ARS,01 feb 2020,"637,50","692,50","523,25","554,75","554,67",895.400,-
Apple Inc. (AAPL.BA),ARS,01 ene 2020,"538,13","696,50","538,13","668,13","668,03",564.880,-
Apple Inc. (AAPL.BA),ARS,01 dic 2019,"505,00","544,75","477,50","538,13","538,05",628.240,-
Apple Inc. (AAPL.BA),ARS,07 nov 2019,-,-,-,-,-,-,0.01925 Dividendo
Apple Inc. (AAPL.BA),ARS,01 nov 2019,"496,75","525,00","479,38","505,50","505,41",390.960,-
Apple Inc. (AAPL.BA),ARS,01 oct 2019,"355,00","525,00","355,00","495,13","495,03",1.134.000,-
Apple Inc. (AAPL.BA),ARS,01 sept 2019,"336,25","422,50","303,75","355,00","354,94",990.120,-
Apple Inc. (AAPL.BA),ARS,09 ago 2019,-,-,-,-,-,-,0.01925 Dividendo
Apple Inc. (AAPL.BA),ARS,01 ago 2019,"240,00","340,50","219,50","333,63","333,54",8.847.040,-
Apple Inc. (AAPL.BA),ARS,01 jul 2019,"214,00","241,25","211,00","235,00","234,94",17.171.480,-
Apple Inc. (AAPL.BA),ARS,01 jun 2019,"197,88","220,50","192,75","209,75","209,69",18.202.280,-
Apple Inc. (AAPL.BA),ARS,10 may 2019,-,-,-,-,-,-,0.01925 Dividendo
Apple Inc. (AAPL.BA),ARS,01 may 2019,"222,00","238,75","196,50","197,63","197,56",10.233.360,-
Apple Inc. (AAPL.BA),ARS,01 abr 2019,"205,75","245,00","202,00","222,00","221,92",385.680,-
Apple Inc. (AAPL.BA),ARS,01 mar 2019,"171,75","214,88","171,25","206,75","206,68",429.920,-
Apple Inc. (AAPL.BA),ARS,08 feb 2019,-,-,-,-,-,-,0.01825 Dividendo
Apple Inc. (AAPL.BA),ARS,01 feb 2019,"158,25","180,50","150,00","171,25","171,17",294.680,-
Apple Inc. (AAPL.BA),ARS,01 ene 2019,"150,00","161,25","134,00","158,50","158,43",707.640,-
Apple Inc. (AAPL.BA),ARS,01 dic 2018,"175,00","175,00","142,50","150,00","149,93",241.800,-
Apple Inc. (AAPL.BA),ARS,08 nov 2018,-,-,-,-,-,-,0.01825 Dividendo
Alibaba Group Holding Limited (BABA.BA),ARS,01 nov 2023,"7985,50","8580,00","7677,00","8078,50","8078,50",125.687,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 oct 2023,"7922,00","9551,50","7457,00","7822,50","7822,50",364.875,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 sept 2023,"8208,00","8375,00","6916,50","7922,00","7922,00",394.006,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 ago 2023,"6203,00","8575,00","5942,00","8040,50","8040,50",800.633,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 jul 2023,"4810,50","6350,00","4719,00","6270,50","6270,50",803.009,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 jun 2023,"4382,00","5270,00","4382,00","4746,00","4746,00",650.460,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 may 2023,"4267,00","4900,00","4034,50","4328,00","4328,00",778.853,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 abr 2023,"4518,00","4627,00","4150,00","4267,00","4267,00",507.643,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 mar 2023,"3771,50","4682,50","3530,00","4603,00","4603,00",659.697,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 feb 2023,"4544,00","4650,00","3551,50","3580,00","3580,00",365.501,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 ene 2023,"3350,00","4989,00","3251,00","4526,00","4526,00",380.947,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 dic 2022,"3055,00","3503,00","3000,00","3347,50","3347,50",242.325,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 nov 2022,"2332,00","3212,00","2162,00","3175,00","3175,00",472.667,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 oct 2022,"2746,00","2937,00","1967,50","2174,50","2174,50",678.467,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 sept 2022,"3100,00","3100,00","2611,50","2777,50","2777,50",308.813,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 ago 2022,"2901,00","3403,50","2692,00","3143,50","3143,50",854.880,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 jul 2022,"3243,00","4129,00","2862,00","2878,00","2878,00",526.160,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 jun 2022,"2265,00","3320,00","2145,00","3203,00","3203,00",444.411,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 may 2022,"2300,00","2381,00","1822,00","2246,00","2246,00",208.079,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 abr 2022,"2441,00","2500,00","1887,00","2232,50","2232,50",250.237,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 mar 2022,"2386,00","2760,50","1540,00","2327,50","2327,50",656.716,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 feb 2022,"3080,50","3189,50","2232,00","2386,00","2386,00",249.191,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 ene 2022,"2748,00","3270,50","2620,00","3081,50","3081,50",318.360,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 dic 2021,"3045,50","3189,50","2480,00","2776,00","2776,00",459.124,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 nov 2021,"3925,50","4090,00","2996,00","3043,50","3043,50",353.834,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 oct 2021,"3130,00","4018,00","2952,00","3830,50","3830,50",305.946,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 sept 2021,"3400,00","3504,00","3050,00","3172,00","3172,00",347.064,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 ago 2021,"4000,00","4086,00","3040,00","3293,50","3293,50",473.796,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 jul 2021,"4325,00","4340,00","3623,00","3930,50","3930,50",285.468,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 jun 2021,"4020,00","4377,00","3836,50","4322,00","4322,00",245.849,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 may 2021,"4085,00","4153,50","3620,00","3987,00","3987,00",172.107,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 abr 2021,"3743,00","4181,00","3626,00","4049,00","4049,00",285.243,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 mar 2021,"4010,00","4168,00","3596,50","3743,00","3743,00",170.937,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 feb 2021,"4400,00","4694,00","3553,00","4009,50","4009,50",204.843,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 ene 2021,"3821,00","4500,00","3615,00","4340,00","4340,00",352.113,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 dic 2020,"4455,00","4470,00","3435,00","3821,00","3821,00",244.985,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 nov 2020,"5300,00","5400,00","4203,00","4450,00","4450,00",323.562,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 oct 2020,"4798,00","6350,00","4481,50","5275,00","5275,00",147.459,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 sept 2020,"4190,00","4820,00","3451,00","4786,00","4786,00",92.855,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 ago 2020,"3517,00","4252,50","3240,00","4111,50","4111,50",118.827,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 jul 2020,"2585,00","3524,50","2510,00","3472,50","3472,50",111.195,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 jun 2020,"2600,00","2953,50","2400,50","2560,00","2560,00",122.346,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 may 2020,"2548,50","2952,00","2300,00","2549,50","2549,50",176.976,-
Alibaba Group Holding Limited (BABA.BA),ARS,01 abr 2020,"1830,00","2703,00","1802,50","2548,50","2548,50",84.780,-
PT Bank Central Asia Tbk (BBCA.JK),IDR,01 nov 2023,"8750,00","9050,00","8600,00","8825,00","8825,00",457.795.700,-
PT Bank Central Asia Tbk (BBCA.JK),IDR,01 oct 2023,"8900,00","9250,00","8700,00","8750,00","8750,00",1.473.758.400,-
PT Bank Central Asia Tbk (BBCA.JK),IDR,01 sept 2023,"9200,00","9275,00","8825,00","8825,00","8825,00",1.277.052.400,-
PT Bank Central Asia Tbk (BBCA.JK),IDR,01 ago 2023,"9175,00","9450,00","9100,00","9175,00","9175,00",1.406.160.600,-
PT Bank Central Asia Tbk (BBCA.JK),IDR,01 jul 2023,"9025,00","9400,00","9025,00","9125,00","9125,00",1.307.303.300,-
PT Bank Central Asia Tbk (BBCA.JK),IDR,01 jun 2023,"9150,00","9325,00","8950,00","9150,00","9150,00",1.050.138.400,-
PT Bank Central Asia Tbk (BBCA.JK),IDR,01 may 2023,"9100,00","9325,00","8700,00","9050,00","9050,00",2.259.737.500,-
PT Bank Central Asia Tbk (BBCA.JK),IDR,01 abr 2023,"8825,00","9200,00","8650,00","9050,00","9050,00",1.097.882.300,-
PT Bank Central Asia Tbk (BBCA.JK),IDR,29 mar 2023,-,-,-,-,-,-,170 Dividendo
PT Bank Central Asia Tbk (BBCA.JK),IDR,01 mar 2023,"8725,00","8900,00","8250,00","8750,00","8578,53",1.975.372.100,-
PT Bank Central Asia Tbk (BBCA.JK),IDR,01 feb 2023,"8575,00","8950,00","8400,00","8750,00","8578,53",1.332.060.800,-
PT Bank Central Asia Tbk (BBCA.JK),IDR,01 ene 2023,"8575,00","8850,00","8000,00","8475,00","8308,92",1.941.986.600,-
PT Bank Central Asia Tbk (BBCA.JK),IDR,02 dic 2022,-,-,-,-,-,-,35 Dividendo
PT Bank Central Asia Tbk (BBCA.JK),IDR,01 dic 2022,"9275,00","9350,00","8350,00","8550,00","8349,85",2.124.227.400,-
PT Bank Central Asia Tbk (BBCA.JK),IDR,01 nov 2022,"9000,00","9400,00","8550,00","9300,00","9082,29",2.309.626.900,-
PT Bank Central Asia Tbk (BBCA.JK),IDR,01 oct 2022,"8450,00","8900,00","8125,00","8800,00","8594,00",1.737.574.600,-
PT Bank Central Asia Tbk (BBCA.JK),IDR,01 sept 2022,"8150,00","8875,00","8125,00","8550,00","8349,85",2.394.672.300,-
PT Bank Central Asia Tbk (BBCA.JK),IDR,01 ago 2022,"7350,00","8275,00","7350,00","8200,00","8008,04",2.055.623.100,-
PT Bank Central Asia Tbk (BBCA.JK),IDR,01 jul 2022,"7300,00","7475,00","7000,00","7350,00","7177,94",1.422.575.700,-
PT Bank Central Asia Tbk (BBCA.JK),IDR,01 jun 2022,"7625,00","7675,00","7250,00","7250,00","7080,28",2.042.126.700,-
PT Bank Central Asia Tbk (BBCA.JK),IDR,01 may 2022,"8125,00","8125,00","7250,00","7750,00","7568,58",2.608.979.400,-
PT Bank Central Asia Tbk (BBCA.JK),IDR,01 abr 2022,"8075,00","8250,00","7625,00","8125,00","7934,80",1.705.910.600,-
PT Bank Central Asia Tbk (BBCA.JK),IDR,28 mar 2022,-,-,-,-,-,-,120 Dividendo
PT Bank Central Asia Tbk (BBCA.JK),IDR,01 mar 2022,"8000,00","8300,00","7650,00","7975,00","7670,75",2.254.595.300,-
PT Bank Central Asia Tbk (BBCA.JK),IDR,01 feb 2022,"7775,00","8175,00","7650,00","8050,00","7742,89",1.312.503.600,-
PT Bank Central Asia Tbk (BBCA.JK),IDR,01 ene 2022,"7325,00","7950,00","7300,00","7625,00","7334,10",1.472.535.200,-
PT Bank Central Asia Tbk (BBCA.JK),IDR,01 dic 2021,"7275,00","7525,00","7275,00","7300,00","7021,50",1.280.505.100,-
PT Bank Central Asia Tbk (BBCA.JK),IDR,17 nov 2021,-,-,-,-,-,-,25 Dividendo
PT Bank Central Asia Tbk (BBCA.JK),IDR,01 nov 2021,"7550,00","7750,00","7175,00","7275,00","6974,05",1.544.359.400,-
PT Bank Central Asia Tbk (BBCA.JK),IDR,01 oct 2021,"6900,00","8250,00","6710,00","7475,00","7165,78",2.017.737.600,-
PT Bank Central Asia Tbk (BBCA.JK),IDR,01 sept 2021,"6550,00","7000,00","6410,00","7000,00","6710,43",1.465.856.000,-
PT Bank Central Asia Tbk (BBCA.JK),IDR,01 ago 2021,"6060,00","6760,00","5905,00","6550,00","6279,04",1.771.916.500,-
PT Bank Central Asia Tbk (BBCA.JK),IDR,01 jul 2021,"6060,00","6190,00","5960,00","5970,00","5723,04",1.220.667.000,-
PT Bank Central Asia Tbk (BBCA.JK),IDR,01 jun 2021,"6375,00","6620,00","6000,00","6025,00","5775,76",1.580.537.000,-
