Nombre,Divisa,Fecha,Abrir,Máx.,Mín.,Cierre*,Cierre ajus.**,Volumen,Dividendo
Prosus N.V. (PRX.JO),ZAR),02 nov 2023,-,-,-,-,-,-,7 Dividendo
Prosus N.V. (PRX.JO),ZAR),01 nov 2023,"52.332,00","57.846,00","51.451,00","56.990,00","56.982,40",8.741.937,-
Prosus N.V. (PRX.JO),ZAR),01 oct 2023,"56.440,00","58.156,00","51.601,00","52.529,00","52.521,99",20.294.282,-
Prosus N.V. (PRX.JO),ZAR),01 sept 2023,"60.219,30","62.547,71","55.043,00","55.800,00","55.792,55",27.689.274,-
Prosus N.V. (PRX.JO),ZAR),01 ago 2023,"64.231,97","65.952,01","57.610,57","60.218,85","60.210,82",28.141.234,-
Prosus N.V. (PRX.JO),ZAR),01 jul 2023,"63.399,25","65.446,87","59.825,66","64.978,89","64.970,23",20.005.652,-
Prosus N.V. (PRX.JO),ZAR),01 jun 2023,"60.653,33","64.503,58","58.279,04","63.219,86","63.211,42",34.964.330,-
Prosus N.V. (PRX.JO),ZAR),01 may 2023,"62.873,92","66.943,02","59.167,74","59.502,20","59.494,27",33.117.539,-
Prosus N.V. (PRX.JO),ZAR),01 abr 2023,"63.668,11","85.212,42","60.266,56","62.873,92","62.865,54",28.674.592,-
Prosus N.V. (PRX.JO),ZAR),01 mar 2023,"64.231,97","64.975,68","56.372,27","63.724,54","63.716,04",50.032.262,-
Prosus N.V. (PRX.JO),ZAR),01 feb 2023,"64.071,39","67.302,72","59.547,16","61.341,53","61.333,35",34.151.021,-
Prosus N.V. (PRX.JO),ZAR),01 ene 2023,"54.035,60","68.278,59","54.035,60","63.681,41","63.672,91",44.033.466,-
Prosus N.V. (PRX.JO),ZAR),01 dic 2022,"51.385,57","57.349,05","49.608,19","54.035,60","54.028,39",36.362.600,-
Prosus N.V. (PRX.JO),ZAR),01 nov 2022,"39.456,78","51.378,69","37.817,95","50.674,44","50.667,68",67.595.207,-
Prosus N.V. (PRX.JO),ZAR),01 oct 2022,"42.943,66","46.941,18","33.584,60","36.462,65","36.457,79",65.567.583,-
Prosus N.V. (PRX.JO),ZAR),01 sept 2022,"48.242,80","49.091,58","41.780,60","43.495,14","43.489,34",57.450.749,-
Prosus N.V. (PRX.JO),ZAR),31 ago 2022,-,-,-,-,-,-,14 Dividendo
Prosus N.V. (PRX.JO),ZAR),01 ago 2022,"48.862,18","52.420,17","47.632,59","48.792,44","48.771,84",51.042.050,-
Prosus N.V. (PRX.JO),ZAR),01 jul 2022,"48.410,26","56.123,14","47.406,86","49.550,38","49.529,46",61.809.665,-
Prosus N.V. (PRX.JO),ZAR),01 jun 2022,"36.588,36","49.421,45","35.159,66","48.410,26","48.389,82",80.140.821,-
Prosus N.V. (PRX.JO),ZAR),01 may 2022,"35.657,00","37.361,90","31.623,69","37.203,62","37.187,91",57.718.286,-
Prosus N.V. (PRX.JO),ZAR),01 abr 2022,"36.703,98","39.451,28","32.467,43","35.657,00","35.641,95",46.848.042,-
Prosus N.V. (PRX.JO),ZAR),01 mar 2022,"44.549,46","44.870,62","31.035,51","36.509,45","36.494,04",110.385.405,-
Prosus N.V. (PRX.JO),ZAR),01 feb 2022,"58.496,97","59.231,05","41.384,66","42.991,83","42.973,68",55.517.325,-
Prosus N.V. (PRX.JO),ZAR),01 ene 2022,"59.923,84","64.186,09","54.014,96","58.071,66","58.047,15",38.937.248,-
Prosus N.V. (PRX.JO),ZAR),01 dic 2021,"59.777,02","62.284,36","55.102,77","60.090,84","60.065,48",49.361.942,-
Prosus N.V. (PRX.JO),ZAR),01 nov 2021,"61.258,03","63.667,64","57.159,57","59.506,33","59.481,21",51.365.696,-
Prosus N.V. (PRX.JO),ZAR),28 oct 2021,-,-,-,-,-,-,14 Dividendo
Prosus N.V. (PRX.JO),ZAR),27 oct 2021,-,-,-,-,-,-,14 Dividendo
Prosus N.V. (PRX.JO),ZAR),01 oct 2021,"54.597,17","62.423,38","52.820,24","61.258,03","61.203,93",53.157.144,-
Prosus N.V. (PRX.JO),ZAR),01 sept 2021,"59.185,17","62.752,80","53.055,15","55.101,85","55.053,20",116.851.156,-
Prosus N.V. (PRX.JO),ZAR),01 ago 2021,"59.919,25","63.201,50","54.660,49","58.146,45","58.095,11",219.257.401,-
Prosus N.V. (PRX.JO),ZAR),01 jul 2021,"64.454,49","64.826,57","52.349,51","59.735,73","59.682,99",68.270.124,-
Prosus N.V. (PRX.JO),ZAR),01 jun 2021,"65.884,11","67.397,69","62.752,34","64.454,03","64.397,12",36.732.514,-
Prosus N.V. (PRX.JO),ZAR),01 may 2021,"72.232,98","72.492,20","63.631,40","65.617,09","65.559,15",27.894.434,-
Prosus N.V. (PRX.JO),ZAR),01 abr 2021,"77.900,53","79.926,59","71.481,01","72.627,09","72.562,96",15.056.713,-
Prosus N.V. (PRX.JO),ZAR),01 mar 2021,"83.157,46","86.014,41","73.598,83","75.380,80","75.314,24",28.899.980,-
Prosus N.V. (PRX.JO),ZAR),01 feb 2021,"84.068,63","89.337,03","80.358,78","80.936,87","80.865,40",20.082.167,-
Prosus N.V. (PRX.JO),ZAR),01 ene 2021,"73.690,59","90.375,30","72.985,87","80.491,84","80.420,77",29.306.186,-
Prosus N.V. (PRX.JO),ZAR),01 dic 2020,"77.995,96","82.012,30","69.558,63","73.690,59","73.625,52",27.024.092,-
Prosus N.V. (PRX.JO),ZAR),01 nov 2020,"75.243,63","84.920,63","69.658,20","77.445,41","77.377,02",36.475.481,-
Prosus N.V. (PRX.JO),ZAR),22 oct 2020,-,-,-,-,-,-,11 Dividendo
Prosus N.V. (PRX.JO),ZAR),01 oct 2020,"71.113,97","76.390,16","68.884,20","74.643,52","74.566,21",28.311.296,-
Prosus N.V. (PRX.JO),ZAR),01 sept 2020,"79.940,81","80.610,20","68.182,70","70.739,13","70.665,86",32.174.163,-
Prosus N.V. (PRX.JO),ZAR),01 ago 2020,"76.305,74","81.821,44","71.684,71","77.995,96","77.915,19",33.892.799,-
Prosus N.V. (PRX.JO),ZAR),01 jul 2020,"73.763,99","79.475,13","71.879,24","75.659,30","75.580,94",33.956.795,-
Prosus N.V. (PRX.JO),ZAR),01 jun 2020,"68.132,23","76.208,94","64.287,48","73.804,83","73.728,39",39.033.351,-
Prosus N.V. (PRX.JO),ZAR),01 may 2020,"63.142,32","76.181,87","61.937,97","65.358,32","65.290,63",39.568.860,-
Prosus N.V. (PRX.JO),ZAR),01 abr 2020,"55.835,47","65.029,82","53.668,56","63.142,32","63.076,93",33.090.197,-
Prosus N.V. (PRX.JO),ZAR),01 mar 2020,"49.615,07","57.258,21","39.815,56","56.653,05","56.594,38",69.695.956,-
Prosus N.V. (PRX.JO),ZAR),01 feb 2020,"50.241,33","53.938,80","48.173,98","48.390,99","48.340,87",27.022.811,-
Prosus N.V. (PRX.JO),ZAR),01 ene 2020,"48.357,50","53.112,96","47.485,78","49.569,19","49.517,85",26.732.675,-
Prosus N.V. (PRX.JO),ZAR),01 dic 2019,"45.971,74","48.822,72","43.815,38","48.357,50","48.307,42",27.858.163,-
Prosus N.V. (PRX.JO),ZAR),01 nov 2019,"47.954,21","48.391,45","44.875,21","45.893,28","45.845,75",35.883.374,-
Prosus N.V. (PRX.JO),ZAR),01 oct 2019,"50.965,32","52.616,99","45.959,81","48.218,94","48.169,00",49.705.644,-
BHP Group Limited (BHG.JO),ZAR),01 nov 2023,"54.175,00","54.565,00","52.314,00","53.997,00","53.997,00",3.602.726,-
BHP Group Limited (BHG.JO),ZAR),01 oct 2023,"53.650,00","56.329,00","51.568,00","53.085,00","53.085,00",10.579.371,-
BHP Group Limited (BHG.JO),ZAR),06 sept 2023,-,-,-,-,-,-,1494.16 Dividendo
BHP Group Limited (BHG.JO),ZAR),01 sept 2023,"54.333,00","56.958,00","52.127,00","54.150,00","52.716,54",16.088.437,-
BHP Group Limited (BHG.JO),ZAR),01 ago 2023,"55.600,00","56.661,00","51.209,00","54.700,00","53.251,98",16.117.985,-
BHP Group Limited (BHG.JO),ZAR),01 jul 2023,"56.492,00","56.946,00","30.506,38","55.466,00","53.997,70",13.209.100,-
BHP Group Limited (BHG.JO),ZAR),01 jun 2023,"54.825,00","58.499,00","54.327,00","56.273,00","54.783,34",16.281.127,-
BHP Group Limited (BHG.JO),ZAR),01 may 2023,"53.827,00","57.325,00","52.668,00","54.092,00","52.660,07",20.648.850,-
BHP Group Limited (BHG.JO),ZAR),01 abr 2023,"56.253,00","57.703,00","52.280,00","53.520,00","52.103,22",12.502.627,-
BHP Group Limited (BHG.JO),ZAR),08 mar 2023,-,-,-,-,-,-,1650.717 Dividendo
BHP Group Limited (BHG.JO),ZAR),01 mar 2023,"57.000,00","59.765,00","51.864,00","56.253,00","53.205,34",21.078.475,-
BHP Group Limited (BHG.JO),ZAR),01 feb 2023,"60.500,00","62.230,00","54.601,00","56.293,00","53.243,16",16.953.151,-
BHP Group Limited (BHG.JO),ZAR),01 ene 2023,"52.326,00","61.375,00","51.905,00","60.405,00","57.132,39",15.333.217,-
BHP Group Limited (BHG.JO),ZAR),01 dic 2022,"53.860,00","56.354,00","51.842,00","52.674,00","49.820,24",11.136.369,-
BHP Group Limited (BHG.JO),ZAR),01 nov 2022,"44.160,00","52.500,00","43.100,00","52.316,00","49.481,63",20.206.709,-
BHP Group Limited (BHG.JO),ZAR),01 oct 2022,"44.001,00","47.188,00","42.500,00","43.930,00","41.549,97",12.651.497,-
BHP Group Limited (BHG.JO),ZAR),01 sept 2022,"43.954,00","47.242,00","41.724,00","45.685,00","43.209,89",23.920.044,-
BHP Group Limited (BHG.JO),ZAR),31 ago 2022,-,-,-,-,-,-,2970.9487 Dividendo
BHP Group Limited (BHG.JO),ZAR),01 ago 2022,"45.501,00","50.796,00","43.556,00","43.932,00","38.946,31",15.254.314,-
BHP Group Limited (BHG.JO),ZAR),01 jul 2022,"44.631,00","46.191,00","40.681,00","45.490,00","40.327,50",14.193.498,-
BHP Group Limited (BHG.JO),ZAR),01 jun 2022,"50.585,00","52.700,00","43.252,00","45.140,00","40.017,22",21.183.788,-
BHP Group Limited (BHG.JO),ZAR),01 may 2022,"54.150,00","54.485,00","40.936,90","49.804,00","44.151,91",18.326.446,-
BHP Group Limited (BHG.JO),ZAR),01 abr 2022,"56.950,00","58.352,00","50.255,00","54.000,00","47.871,72",20.646.874,-
BHP Group Limited (BHG.JO),ZAR),01 mar 2022,"51.240,00","57.808,00","47.808,00","56.960,00","50.495,80",84.664.102,-
BHP Group Limited (BHG.JO),ZAR),23 feb 2022,-,-,-,-,-,-,2245.882 Dividendo
BHP Group Limited (BHG.JO),ZAR),01 feb 2022,"49.158,00","54.034,00","47.745,00","51.851,00","44.004,21",24.648.517,-
Berkshire Hathaway Inc. (BRKB.BA),ARS,01 nov 2023,"13.450,00","14.500,00","12.900,00","13.979,00","13.979,00",142.487,-
Berkshire Hathaway Inc. (BRKB.BA),ARS,01 oct 2023,"13.500,00","17.904,00","12.718,00","13.388,00","13.388,00",721.142,-
Berkshire Hathaway Inc. (BRKB.BA),ARS,01 sept 2023,"12.750,00","13.500,00","11.948,50","13.094,50","13.094,50",475.252,-
Berkshire Hathaway Inc. (BRKB.BA),ARS,01 ago 2023,"8948,00","13.357,00","8892,50","12.751,00","12.751,00",466.459,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 nov 2023,"3000,00","3210,00","2880,00","3000,00","3000,00",228.042.400,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 oct 2023,"2530,00","2980,00","2520,00","2980,00","2980,00",367.590.400,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 sept 2023,"2180,00","2760,00","1995,00","2530,00","2530,00",368.367.000,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 ago 2023,"2100,00","2250,00","2050,00","2180,00","2180,00",209.989.700,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 jul 2023,"2100,00","2150,00","2030,00","2120,00","2120,00",125.434.500,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 jun 2023,"2140,00","2140,00","2010,00","2100,00","2100,00",197.074.100,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,29 may 2023,-,-,-,-,-,-,5.13574 Dividendo
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 may 2023,"2360,00","2360,00","2060,00","2140,00","2134,77",171.720.000,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 abr 2023,"2330,00","2360,00","2200,00","2360,00","2354,23",110.470.900,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 mar 2023,"2320,00","2360,00","2130,00","2340,00","2334,28",194.143.000,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 feb 2023,"2310,00","2350,00","2280,00","2310,00","2304,35",188.750.000,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 ene 2023,"2550,00","2560,00","2300,00","2310,00","2304,35",200.015.000,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 dic 2022,"2380,00","2610,00","2300,00","2570,00","2563,71",233.679.800,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 nov 2022,"2430,00","2440,00","2270,00","2390,00","2384,16",239.598.500,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 oct 2022,"2400,00","2500,00","2360,00","2440,00","2434,03",362.531.700,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 sept 2022,"2370,00","2650,00","2290,00","2400,00","2394,13",377.299.100,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 ago 2022,"2362,50","2440,00","2180,00","2440,00","2434,03",266.103.300,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 jul 2022,"2250,00","2443,75","2118,75","2375,00","2369,19",304.618.400,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 jun 2022,"2556,25","2581,25","2206,25","2250,00","2244,50",239.465.200,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 may 2022,"2512,50","2606,25","2437,50","2556,25","2550,00",148.345.200,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,27 abr 2022,-,-,-,-,-,-,1.824488 Dividendo
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 abr 2022,"2525,00","2781,25","2500,00","2512,50","2504,57",293.774.000,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 mar 2022,"2262,50","2525,00","2056,25","2525,00","2517,03",354.217.200,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 feb 2022,"2206,25","2700,00","2200,00","2256,25","2249,13",482.876.800,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 ene 2022,"1831,25","2206,25","1793,75","2206,25","2199,28",255.865.200,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 dic 2021,"1762,50","1850,00","1700,00","1831,25","1825,47",227.242.000,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 nov 2021,"1912,50","1931,25","1737,50","1768,75","1763,17",247.043.200,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 oct 2021,"1793,75","1956,25","1725,00","1900,00","1894,00",425.830.400,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 sept 2021,"1968,75","1968,75","1700,00","1800,00","1794,32",361.939.200,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 ago 2021,"2362,50","2375,00","1937,50","1962,50","1956,30",209.166.000,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 jul 2021,"2462,50","2525,00","2125,00","2350,00","2342,58",277.585.200,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,23 jun 2021,-,-,-,-,-,-,12.945 Dividendo
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 jun 2021,"1981,25","2525,00","1900,00","2456,25","2435,52",288.878.400,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 may 2021,"2518,75","2537,50","1856,25","1981,25","1964,53",263.837.200,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,26 abr 2021,-,-,-,-,-,-,7.9 Dividendo
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 abr 2021,"2793,75","2812,50","2456,25","2518,75","2489,82",106.932.800,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 mar 2021,"2431,25","2831,25","2325,00","2781,25","2749,30",233.850.400,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 feb 2021,"2550,00","2837,50","2412,50","2437,50","2409,50",312.798.800,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 ene 2021,"2268,75","2618,75","2243,75","2543,75","2514,53",266.877.600,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 dic 2020,"2312,50","2525,00","2225,00","2268,75","2242,69",239.383.600,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 nov 2020,"2000,00","2343,75","1962,50","2325,00","2298,29",260.106.800,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 oct 2020,"1812,50","2012,50","1800,00","2000,00","1977,03",247.250.000,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 sept 2020,"1781,25","1825,00","1587,50","1800,00","1779,32",260.190.800,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 ago 2020,"1831,25","1906,25","1750,00","1781,25","1760,79",239.926.400,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 jul 2020,"1650,00","1875,00","1612,50","1831,25","1810,21",376.160.400,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 jun 2020,"1831,25","1868,75","1575,00","1643,75","1624,87",243.855.200,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 may 2020,"2243,75","2243,75","1568,75","1831,25","1810,21",235.722.000,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 abr 2020,"1325,00","2262,50","1256,25","2243,75","2217,97",363.044.000,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 mar 2020,"2000,00","2006,25","1306,25","1312,50","1297,42",191.847.200,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 feb 2020,"2193,75","2375,00","1762,50","2000,00","1977,03",302.339.600,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 ene 2020,"2593,75","2618,75","2193,75","2193,75","2168,55",531.687.600,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 dic 2019,"2325,00","2650,00","2325,00","2593,75","2563,95",446.746.800,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 nov 2019,"2381,25","2462,50","2181,25","2337,50","2310,65",492.446.800,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,25 oct 2019,-,-,-,-,-,-,1.31 Dividendo
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 oct 2019,"2043,75","2481,25","1881,25","2375,00","2346,43",568.360.800,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 sept 2019,"2206,25","2337,50","1925,00","2050,00","2025,34",660.579.200,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 ago 2019,"1568,75","2212,50","1562,50","2206,25","2179,71",910.464.400,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 jul 2019,"1237,50","1575,00","1172,50","1568,75","1549,88",753.068.800,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 jun 2019,"1275,00","1275,00","1170,00","1242,50","1227,55",327.855.600,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,22 may 2019,-,-,-,-,-,-,5.17 Dividendo
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 may 2019,"1275,00","1400,00","1180,00","1275,00","1254,48",296.191.600,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 abr 2019,"1400,00","1437,50","1225,00","1275,00","1254,48",275.065.200,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 mar 2019,"1425,00","1506,25","1368,75","1387,50","1365,17",134.192.400,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 feb 2019,"1475,00","1481,25","1337,50","1425,00","1402,06",127.817.200,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 ene 2019,"1481,25","1512,50","1343,75","1468,75","1445,11",200.407.600,-
PT. Chandra Asri Petrochemical Tbk (TPIA.JK),IDR,01 dic 2018,"1343,75","1481,25","1281,25","1481,25","1457,41",128.306.000,-
"Tesla, Inc. (TSLA.BA)",ARS,01 nov 2023,"11.903,50","13.287,50","11.440,00","12.575,50","12.575,50",195.887,-
"Tesla, Inc. (TSLA.BA)",ARS,01 oct 2023,"13.625,50","17.364,00","11.004,50","11.670,00","11.670,00",1.167.554,-
"Tesla, Inc. (TSLA.BA)",ARS,01 sept 2023,"13.188,00","14.059,00","12.050,50","13.710,00","13.710,00",924.537,-
"Tesla, Inc. (TSLA.BA)",ARS,01 ago 2023,"9774,00","14.070,50","9445,00","13.432,50","13.432,50",957.054,-
"Tesla, Inc. (TSLA.BA)",ARS,01 jul 2023,"9427,00","10.500,00","9040,00","9834,00","9834,00",755.625,-
"Tesla, Inc. (TSLA.BA)",ARS,01 jun 2023,"6631,00","9097,00","6600,00","8960,00","8960,00",976.705,-
"Tesla, Inc. (TSLA.BA)",ARS,01 may 2023,"4973,50","6700,00","4782,00","6642,00","6642,00",879.978,-
"Tesla, Inc. (TSLA.BA)",ARS,01 abr 2023,"5384,00","5400,00","4646,00","4973,50","4973,50",1.069.361,-
"Tesla, Inc. (TSLA.BA)",ARS,01 mar 2023,"5074,00","5625,00","4400,50","5600,50","5600,50",948.967,-
"Tesla, Inc. (TSLA.BA)",ARS,01 feb 2023,"4327,50","5378,00","4170,00","5047,50","5047,50",1.223.550,-
"Tesla, Inc. (TSLA.BA)",ARS,01 ene 2023,"2855,00","4462,50","2329,50","4243,00","4243,00",2.961.043,-
"Tesla, Inc. (TSLA.BA)",ARS,01 dic 2022,"4245,50","4300,00","2465,00","2805,00","2805,00",1.529.931,-
"Tesla, Inc. (TSLA.BA)",ARS,01 nov 2022,"4707,00","4786,00","3639,50","4099,50","4099,50",608.754,-
"Tesla, Inc. (TSLA.BA)",ARS,01 oct 2022,"5280,00","5290,00","4030,50","4665,50","4665,50",621.138,-
"Tesla, Inc. (TSLA.BA)",ARS,01 sept 2022,"5460,00","6391,00","4976,00","5513,50","5513,50",304.675,-
"Tesla, Inc. (TSLA.BA)",ARS,01 ago 2022,"5845,17","6302,00","5350,00","5468,00","5468,00",509.854,-
"Tesla, Inc. (TSLA.BA)",ARS,01 jul 2022,"3866,67","6170,83","3742,67","5713,33","5713,33",599.910,-
"Tesla, Inc. (TSLA.BA)",ARS,01 jun 2022,"3616,67","4069,50","3256,67","3800,17","3800,17",577.179,-
"Tesla, Inc. (TSLA.BA)",ARS,01 may 2022,"4098,33","4330,00","2950,33","3555,17","3555,17",475.794,-
"Tesla, Inc. (TSLA.BA)",ARS,01 abr 2022,"4600,00","4863,33","3833,33","4017,83","4017,83",397.803,-
"Tesla, Inc. (TSLA.BA)",ARS,01 mar 2022,"3568,50","4870,00","3166,67","4594,17","4594,17",354.555,-
"Tesla, Inc. (TSLA.BA)",ARS,01 feb 2022,"4667,33","4708,67","3149,50","3568,50","3568,50",348.846,-
"Tesla, Inc. (TSLA.BA)",ARS,01 ene 2022,"5084,33","5562,00","3944,17","4625,00","4625,00",526.998,-
"Tesla, Inc. (TSLA.BA)",ARS,01 dic 2021,"5498,50","5566,67","4110,33","4842,33","4842,33",455.673,-
"Tesla, Inc. (TSLA.BA)",ARS,01 nov 2021,"5185,67","6000,00","4566,67","5416,33","5416,33",749.022,-
"Tesla, Inc. (TSLA.BA)",ARS,01 oct 2021,"3302,33","5225,50","3256,67","5162,17","5162,17",484.989,-
"Tesla, Inc. (TSLA.BA)",ARS,01 sept 2021,"2886,67","3431,67","2798,83","3313,00","3313,00",355.842,-
"Tesla, Inc. (TSLA.BA)",ARS,01 ago 2021,"2833,33","2913,33","2553,33","2880,17","2880,17",455.754,-
"Tesla, Inc. (TSLA.BA)",ARS,01 jul 2021,"2586,67","2808,33","2397,33","2758,00","2758,00",409.746,-
"Tesla, Inc. (TSLA.BA)",ARS,01 jun 2021,"2302,00","2630,00","2123,17","2581,83","2581,83",586.230,-
"Tesla, Inc. (TSLA.BA)",ARS,01 may 2021,"2443,33","2472,33","1966,33","2290,33","2290,33",682.362,-
"Tesla, Inc. (TSLA.BA)",ARS,01 abr 2021,"2203,33","2600,00","2203,33","2478,33","2478,33",688.698,-
"Tesla, Inc. (TSLA.BA)",ARS,01 mar 2021,"2290,33","2456,67","1845,33","2203,33","2203,33",1.201.983,-
"Tesla, Inc. (TSLA.BA)",ARS,01 feb 2021,"2741,17","3033,33","1967,00","2269,67","2269,67",765.333,-
"Tesla, Inc. (TSLA.BA)",ARS,01 ene 2021,"2199,33","3043,00","2199,33","2685,50","2685,50",1.031.973,-
"Tesla, Inc. (TSLA.BA)",ARS,01 dic 2020,"1960,00","2213,33","1805,00","2199,33","2199,33",877.290,-
"Tesla, Inc. (TSLA.BA)",ARS,01 nov 2020,"1330,00","2036,33","1306,67","1952,17","1952,17",1.052.907,-
"Tesla, Inc. (TSLA.BA)",ARS,01 oct 2020,"1413,17","1833,33","1316,67","1328,83","1328,83",1.165.263,-
"Tesla, Inc. (TSLA.BA)",ARS,01 sept 2020,"1456,83","1467,33","900,00","1384,67","1384,67",1.857.273,-
"Tesla, Inc. (TSLA.BA)",ARS,01 ago 2020,"833,33","1500,00","756,67","1456,50","1456,50",1.060.881,-
"Tesla, Inc. (TSLA.BA)",ARS,01 jul 2020,"526,67","880,00","522,00","800,60","800,60",789.510,-
"Tesla, Inc. (TSLA.BA)",ARS,01 jun 2020,"430,00","539,00","430,00","499,63","499,63",380.925,-
"Tesla, Inc. (TSLA.BA)",ARS,01 may 2020,"398,00","458,40","365,67","411,00","411,00",276.525,-
"Tesla, Inc. (TSLA.BA)",ARS,01 abr 2020,"188,80","426,83","176,80","398,00","398,00",625.500,-
iShares Trust - iShares Core S&P 500 ETF (IVVCL.SN),CLP,01 nov 2023,"383.910,00","400.300,00","382.100,00","400.120,00","400.120,00",97,-
iShares Trust - iShares Core S&P 500 ETF (IVVCL.SN),CLP,01 oct 2023,"387.100,00","417.300,00","374.500,00","376.535,00","376.535,00",651,-
iShares Trust - iShares Core S&P 500 ETF (IVVCL.SN),CLP,01 sept 2023,"385.590,00","405.650,00","382.400,00","388.536,00","388.536,00",555,-
iShares Trust - iShares Core S&P 500 ETF (IVVCL.SN),CLP,01 ago 2023,"387.780,00","390.990,00","370.000,00","386.707,00","386.707,00",1097,-
iShares Trust - iShares Core S&P 500 ETF (IVVCL.SN),CLP,01 jul 2023,"355.240,00","390.000,00","350.014,00","385.668,00","385.668,00",510,-
iShares Trust - iShares Core S&P 500 ETF (IVVCL.SN),CLP,07 jun 2023,-,-,-,-,-,-,1066.6655 Dividendo
iShares Trust - iShares Core S&P 500 ETF (IVVCL.SN),CLP,01 jun 2023,"341.290,00","359.410,00","337.200,00","350.014,00","348.918,69",566,-
